"region";"n_dose";"year";"cov1y";"cov2y";"cov3y";"cov4y";"cov5y";"vaccine"
"london";2;2009;"0.0676";"0.1294";"0.29065";"0.64876385678225";"0.815015347885402";"MMR"
"london";2;2010;"0.0775";"0.0901";"0.33935";"0.5813";"0.8610004735";"MMR"
"london";2;2011;"0.0729";"0.1034";"0.3513";"0.6787";"0.7668";"MMR"
"london";2;2012;"0.0722";"0.0972";"0.3643";"0.7026";"0.8163";"MMR"
"london";2;2013;"0.0681";"0.0963";"0.35105";"0.7286";"0.8283";"MMR"
"london";2;2014;"0.0669";"0.0909";"0.3356";"0.7021";"0.8295";"MMR"
"north east";1;2005;"0.702";"0.926";"0.920454097920523";"0.951323155806524";"0.961979427101936";"MMR"
"north east";1;2006;"0.708";"0.936";"0.92979494924357";"0.937945923327541";"0.956563165564399";"MMR"
"north east";1;2007;"0.698475";"0.944";"0.939532301637158";"0.952265629425114";"0.942261927246629";"MMR"
"north east";1;2008;"0.70065";"0.9313";"0.94716646378531";"0.960447790962293";"0.957810136157337";"MMR"
"north east";1;2009;"0.71175";"0.9342";"0.9339";"0.96591575144619";"0.965608563597304";"MMR"
"north east";1;2010;"0.707175";"0.949";"0.9569";"0.9493";"0.9705420267";"MMR"
"north east";1;2011;"0.721875";"0.9429";"0.9687";"0.9708";"0.9531";"MMR"
"north east";1;2012;"0.726375";"0.9625";"0.9633";"0.9808";"0.975";"MMR"
"north east";1;2013;"0.725475";"0.9685";"0.9728";"0.9812";"0.9862";"MMR"
"north east";1;2014;"0.728175";"0.9673";"0.9774";"0.9823";"0.9832";"MMR"
"north east";2;2005;"0";"0";"0.437010520152608";"0.873910884429997";"0.902064433173798";"MMR"
"north east";2;2006;"0";"0";"0.442862670196672";"0.874021040305217";"0.900011209505661";"MMR"
"north east";2;2007;"0";"0";"0.449444458848804";"0.885725340393343";"0.900124655309183";"MMR"
"north east";2;2008;"0.0006";"0";"0.45881188852075";"0.898888917697607";"0.912178517397882";"MMR"
"north east";2;2009;"0";"0.0007";"0.42395";"0.9176237770415";"0.925735239647381";"MMR"
"north east";2;2010;"0.0012";"0";"0.4335";"0.8479";"0.9450296365";"MMR"
"north east";2;2011;"0";"0.0016";"0.45795";"0.867";"0.8732";"MMR"
"north east";2;2012;"0.0003";"0";"0.45895";"0.9159";"0.9305";"MMR"
"north east";2;2013;"0";"0.0004";"0.45275";"0.9179";"0.9489";"MMR"
"north east";2;2014;"0.0003";"0";"0.46025";"0.9055";"0.9513";"MMR"
"north west";1;2005;"0.698625";"0.92";"0.932844581625292";"0.943544369154264";"0.955387963379859";"MMR"
"north west";1;2006;"0.703875";"0.9315";"0.939792734530833";"0.941104996605135";"0.948451678692672";"MMR"
"north west";1;2007;"0.653625";"0.9385";"0.949530742359132";"0.948468766934286";"0.946636961595587";"MMR"
"north west";1;2008;"0.683175";"0.8715";"0.95575498106652";"0.957434415533874";"0.954279069156275";"MMR"
"north west";1;2009;"0.685275";"0.9109";"0.9226";"0.9633186036989";"0.962727472045604";"MMR"
"north west";1;2010;"0.697575";"0.9137";"0.9405";"0.945";"0.9683839298";"MMR"
"north west";1;2011;"0.710175";"0.9301";"0.945";"0.9578";"0.96";"MMR"
"north west";1;2012;"0.714525";"0.9469";"0.9556";"0.9635";"0.9665";"MMR"
"north west";1;2013;"0.711975";"0.9527";"0.9666";"0.9706";"0.9715";"MMR"
"north west";1;2014;"0.71745";"0.9493";"0.9658";"0.9778";"0.9764";"MMR"
"north west";2;2005;"0";"0";"0.351917445098663";"0.701700356262343";"0.882597928860873";"MMR"
"north west";2;2006;"0";"0";"0.3546240729669";"0.703834890197326";"0.881865472241226";"MMR"
"north west";2;2007;"0";"0";"0.363251001457369";"0.7092481459338";"0.884548058561426";"MMR"
"north west";2;2008;"0.0006";"0";"0.369605811256423";"0.726502002914738";"0.891351195090864";"MMR"
"north west";2;2009;"0.0005";"0.0008";"0.34545";"0.739211622512845";"0.913035067129242";"MMR"
"north west";2;2010;"0.0007";"0.0007";"0.4119";"0.6909";"0.92900794585";"MMR"
"north west";2;2011;"0.0016";"0.001";"0.4307";"0.8238";"0.8683";"MMR"
"north west";2;2012;"0.003";"0.0021";"0.43575";"0.8614";"0.9112";"MMR"
"north west";2;2013;"0.0035";"0.004";"0.43345";"0.8715";"0.9261";"MMR"
"north west";2;2014;"0.0009";"0.0046";"0.4261";"0.8669";"0.9314";"MMR"
"south east";1;2005;"0.691656698380165";"0.906729835570248";"0.910090826916431";"0.927138142067951";"0.939721218378937";"MMR"
"south east";1;2006;"0.698807363553719";"0.922208931173554";"0.918429784379816";"0.919073106908676";"0.929369688838851";"MMR"
"south east";1;2007;"0.634275";"0.931743151404958";"0.932715487028588";"0.926982694935404";"0.92147848288973";"MMR"
"south east";1;2008;"0.691275";"0.8457";"0.943086843084335";"0.94039600204092";"0.929273089538587";"MMR"
"south east";1;2009;"0.691425";"0.9217";"0.8881";"0.951379322127024";"0.942452776751655";"MMR"
"south east";1;2010;"0.70425";"0.9219";"0.9515";"0.9191";"0.95359997545";"MMR"
"south east";1;2011;"0.7131";"0.939";"0.9548";"0.9675";"0.9274";"MMR"
"south east";1;2012;"0.716925";"0.9508";"0.9629";"0.9682";"0.9738";"MMR"
"south east";1;2013;"0.7206";"0.9559";"0.9672";"0.9742";"0.9749";"MMR"
"south east";1;2014;"0.7176";"0.9608";"0.9675";"0.975";"0.9782";"MMR"
"south east";2;2005;"0";"0";"0.358588472589899";"0.718757913918583";"0.861610738255034";"MMR"
"south east";2;2006;"0";"0";"0.360356314751608";"0.717176945179797";"0.864203335239369";"MMR"
"south east";2;2007;"0.0013";"0";"0.369820777862313";"0.720712629503217";"0.8623024470119";"MMR"
"south east";2;2008;"0.0052";"0.0018";"0.37960116216583";"0.739641555724627";"0.866553600460763";"MMR"
"south east";2;2009;"0.0042";"0.0069";"0.3645";"0.75920232433166";"0.88931292019313";"MMR"
"south east";2;2010;"0.0048";"0.0056";"0.41845";"0.729";"0.9128319398";"MMR"
"south east";2;2011;"0.0042";"0.0064";"0.43265";"0.8369";"0.8762";"MMR"
"south east";2;2012;"0.0055";"0.0056";"0.44275";"0.8653";"0.9274";"MMR"
"south east";2;2013;"0.0031";"0.0074";"0.44425";"0.8855";"0.9347";"MMR"
"south east";2;2014;"0.002";"0.0041";"0.437";"0.8885";"0.9371";"MMR"
"south west";1;2005;"0.69825";"0.9025";"0.923605270927436";"0.94366925682432";"0.953539000690278";"MMR"
"south west";1;2006;"0.70125";"0.931";"0.92845612771478";"0.935823761893588";"0.947100741336705";"MMR"
"south west";1;2007;"0.6357";"0.935";"0.945303290519534";"0.945972833941957";"0.939725464891183";"MMR"
"south west";1;2008;"0.6738";"0.8476";"0.94925743493765";"0.954955983743492";"0.951566403997694";"MMR"
"south west";1;2009;"0.68295";"0.8984";"0.9005";"0.9588791821451";"0.95803835636963";"MMR"
"south west";1;2010;"0.69105";"0.9106";"0.9354";"0.9362";"0.96195167285";"MMR"
"south west";1;2011;"0.70845";"0.9214";"0.9435";"0.9566";"0.9476";"MMR"
"south west";1;2012;"0.71115";"0.9446";"0.9482";"0.965";"0.9643";"MMR"
"south west";1;2013;"0.71175";"0.9482";"0.9626";"0.969";"0.9704";"MMR"
"south west";1;2014;"0.71295";"0.949";"0.9636";"0.974";"0.975";"MMR"
"south west";2;2005;"0";"0";"0.343348043644043";"0.690858778231136";"0.88354661144445";"MMR"
"south west";2;2006;"0";"0";"0.351214619770645";"0.686696087288086";"0.894431354519855";"MMR"
"south west";2;2007;"0.0008";"0";"0.352942562834775";"0.70242923954129";"0.889042060186543";"MMR"
"south west";2;2008;"0.0006";"0.001";"0.35722423233849";"0.705885125669551";"0.909411237106797";"MMR"
"south west";2;2009;"0.0005";"0.0008";"0.3312";"0.71444846467698";"0.913885455294602";"MMR"
"south west";2;2010;"0.0012";"0.0006";"0.4021";"0.6624";"0.92497211895";"MMR"
"south west";2;2011;"0.0003";"0.0016";"0.4249";"0.8042";"0.8573";"MMR"
"south west";2;2012;"0.0013";"0.0004";"0.44405";"0.8498";"0.9054";"MMR"
"south west";2;2013;"0.0004";"0.0017";"0.4423";"0.8881";"0.9236";"MMR"
"south west";2;2014;"0.0007";"0.0006";"0.44215";"0.8846";"0.9335";"MMR"
"west midlands";1;2005;"0.693";"0.914";"0.932835138404769";"0.943918968038789";"0.958631240190872";"MMR"
"west midlands";1;2006;"0.7035";"0.924";"0.936567675691122";"0.93911485371604";"0.950598654264793";"MMR"
"west midlands";1;2007;"0.69";"0.938";"0.943802972093023";"0.943058066360978";"0.946966296169938";"MMR"
"west midlands";1;2008;"0.695625";"0.92";"0.95607945603087";"0.94949824293381";"0.951172913343966";"MMR"
"west midlands";1;2009;"0.698925";"0.9275";"0.9506";"0.96127904921649";"0.956618962432916";"MMR"
"west midlands";1;2010;"0.706275";"0.9319";"0.9512";"0.9594";"0.9677800297";"MMR"
"west midlands";1;2011;"0.71265";"0.9417";"0.9588";"0.966";"0.9704";"MMR"
"west midlands";1;2012;"0.7203";"0.9502";"0.964";"0.9728";"0.9707";"MMR"
"west midlands";1;2013;"0.7191";"0.9604";"0.966";"0.9762";"0.9781";"MMR"
"west midlands";1;2014;"0.71985";"0.9588";"0.9738";"0.9774";"0.9799";"MMR"
"west midlands";2;2005;"0";"0";"0.398533129679841";"0.791885585295864";"0.890217029439275";"MMR"
"west midlands";2;2006;"0";"0";"0.400897136662679";"0.797066259359681";"0.887863645359193";"MMR"
"west midlands";2;2007;"0.0008";"0";"0.406817583090105";"0.801794273325359";"0.893672227110305";"MMR"
"west midlands";2;2008;"0.001";"0.0011";"0.416568952582403";"0.813635166180209";"0.898973285486443";"MMR"
"west midlands";2;2009;"0.0003";"0.0014";"0.41305";"0.833137905164805";"0.912249317390076";"MMR"
"west midlands";2;2010;"0.0007";"0.0004";"0.4328";"0.8261";"0.93411582595";"MMR"
"west midlands";2;2011;"0.0006";"0.0009";"0.442";"0.8656";"0.9261";"MMR"
"west midlands";2;2012;"0.0007";"0.0008";"0.44785";"0.884";"0.9177";"MMR"
"west midlands";2;2013;"0.0005";"0.0009";"0.4469";"0.8957";"0.9318";"MMR"
"west midlands";2;2014;"0.0006";"0.0007";"0.4486";"0.8938";"0.9382";"MMR"
"yorkshire and the humber";1;2005;"0.696";"0.916";"0.940307480419247";"0.943130825427012";"0.952859035776169";"MMR"
"yorkshire and the humber";1;2006;"0.70125";"0.928";"0.936846021243569";"0.945246246486734";"0.946865645360099";"MMR"
"yorkshire and the humber";1;2007;"0.674475";"0.935";"0.948183682806876";"0.942043735449551";"0.949620082945086";"MMR"
"yorkshire and the humber";1;2008;"0.6891";"0.8993";"0.95580688892984";"0.953216250587008";"0.946646899799424";"MMR"
"yorkshire and the humber";1;2009;"0.698475";"0.9188";"0.9378";"0.96099484594616";"0.95767315908097";"MMR"
"yorkshire and the humber";1;2010;"0.705";"0.9313";"0.9487";"0.9474";"0.9655893692";"MMR"
"yorkshire and the humber";1;2011;"0.70005";"0.94";"0.9562";"0.962";"0.9559";"MMR"
"yorkshire and the humber";1;2012;"0.7092";"0.9334";"0.9601";"0.9622";"0.9695";"MMR"
"yorkshire and the humber";1;2013;"0.711675";"0.9456";"0.946";"0.9773";"0.9674";"MMR"
"yorkshire and the humber";1;2014;"0.7092";"0.9489";"0.9595";"0.9557";"0.9821";"MMR"
"yorkshire and the humber";2;2005;"0";"0";"0.398447824625289";"0.792585349533369";"0.879794788162946";"MMR"
"yorkshire and the humber";2;2006;"0";"0";"0.398805796633819";"0.796895649250578";"0.879380172565593";"MMR"
"yorkshire and the humber";2;2007;"0";"0";"0.410041170064251";"0.797611593267638";"0.88416248668654";"MMR"
"yorkshire and the humber";2;2008;"0";"0";"0.417166383393627";"0.820082340128503";"0.884956832650214";"MMR"
"yorkshire and the humber";2;2009;"0.0002";"0";"0.4102";"0.834332766787255";"0.909888317018199";"MMR"
"yorkshire and the humber";2;2010;"0.0003";"0.0003";"0.40985";"0.8204";"0.92569928635";"MMR"
